RESPONSE,ANNUAL_INCOME,SMART_BANKING,NUM_DEBITS_MTD,LOAN,LOAN_TO_VALUE_RATIO,MORTGAGE_AGE,OCC_PROF,AGE_PRIMARY,BUYING_POWER,OWN_CAR,USE_CREDIT_CARD,CONSUMER_FINANCING,EDUCATION_LEVEL,MEAN_PROPERTY_VALUE,SPENDABILITY_INDEX,PHIGH,PMASS,SAVINGS_ACCTN,TEASER_RATE,OWCUSTID,CLUSTERID
0,793,0,,,,,,14,6,N,Y,Y,L,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,18,3,N,Y,Y,M,0,,0,0,0,10.1,4000000000,1
1,288,0,,,,,,11,4,,,,M,0,,1,0,1,9.35,4000000000,3
0,504,0,,,,,,9,3,N,,,M,0,,0,0,0,3.95,4000000000,1
0,504,0,,,,,,9,3,N,,,M,0,,0,0,0,10.1,4000000000,1
0,504,0,,,,,,9,3,N,,,M,0,,0,0,0,3.99,4000000000,1
0,400,0,,,,,,7,3,,,,M,0,,0,0,1,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,,,,10.1,4000000000,3
0,810,0,,,,,0,10,4,N,Y,N,M,0,,1,0,1,3.99,4000000000,3
0,656,1,,,,,,,5,N,,,M,0,,0,0,1,9.35,4000000000,1
0,656,1,,,,,,,5,N,,,M,0,,0,0,1,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,,,,3.95,4000000000,1
0,408,0,,,0.3495,4,,8,2,N,,N,H,0,,0,0,0,9.35,4000000000,2
0,408,0,,,0.3495,4,,8,2,N,,N,H,0,,0,0,0,3.99,4000000000,2
0,445,0,,,,,,8,3,N,,N,M,0,L,0,0,0,3.95,4000000000,1
0,445,0,,,,,,8,3,N,,N,M,0,L,0,0,0,10.1,4000000000,1
0,445,0,,,,,,8,3,N,,N,M,0,L,0,0,0,9.35,4000000000,1
0,445,0,,,,,,8,3,N,,N,M,0,L,0,0,0,3.99,4000000000,1
0,254,0,,,0.4625,11,,19,4,N,,,M,0,,0,1,0,9.35,4000000000,1
0,,0,,,,,,20,3,N,Y,,M,0,,0,0,0,3.95,4000000000,1
0,,0,,,,,,20,3,N,Y,,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,20,3,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,715,0,,,,,,10,4,N,Y,Y,M,0,H,0,0,1,9.35,4000000000,1
0,715,0,,,,,,10,4,N,Y,Y,M,0,H,0,0,1,3.99,4000000000,1
0,557,0,,,0.7862,4,,7,4,N,Y,,M,0,,0,0,0,9.35,4000000000,1
0,557,0,,,0.7862,4,,7,4,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,0,24,4,N,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,,0,,,,,0,24,4,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,,,,13,5,N,,Y,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,13,5,N,,Y,M,0,,0,0,0,3.99,4000000000,1
0,810,0,,,,,0,10,4,N,Y,N,M,0,,1,0,1,3.99,4000000000,3
0,444,0,,,0.6471,8,,10,3,N,Y,Y,M,0,M,0,1,1,3.95,4000000000,1
0,,0,,,,,,15,3,,Y,N,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,15,3,,Y,N,M,0,,,,,3.99,4000000000,3
0,,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,4000000000,2
0,,0,,,,,,10,3,,,,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,10,3,,,,M,0,,,,,3.99,4000000000,3
0,,0,,,,,,15,3,,Y,N,M,0,,0,0,0,3.95,4000000000,1
0,,0,,,,,,15,3,,Y,N,M,0,,0,0,0,10.1,4000000000,1
0,,0,,,,,,15,3,,Y,N,M,0,,0,0,0,10.1,4000000000,1
0,,0,,,,,,15,3,,Y,N,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,15,3,,Y,N,M,0,,0,0,0,3.99,4000000000,1
0,350,0,,,,,,,3,,,,M,0,,0,0,0,3.95,4000000000,1
0,374,0,,,,,,12,3,N,,N,M,0,,0,0,0,3.99,4000000000,1
0,348,0,,,0.9943,5,,7,4,N,Y,N,M,0,M,0,0,0,3.95,4000000000,1
0,348,0,,,0.9943,5,,7,4,N,Y,N,M,0,M,0,0,0,9.35,4000000000,1
0,1819,0,,,,,,17,3,N,,N,M,0,L,0,0,1,3.99,4000000000,1
0,403,0,,,,,,10,5,,,,M,0,,0,0,0,9.35,4000000000,1
0,403,0,,,,,,10,5,,,,M,0,,0,0,0,3.99,4000000000,1
0,790,0,,,,,,11,5,,Y,N,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,14,3,,Y,N,M,0,,,,,10.1,4000000000,3
0,1343,0,,,,,,,2,,,,M,0,,0,0,0,9.35,4000000000,1
0,1343,0,,,,,,,2,,,,M,0,,0,0,0,3.99,4000000000,1
0,306,0,,,,,,23,4,N,Y,N,M,0,M,0,1,0,9.35,4000000000,1
0,,0,,,0.7638,6,0,9,4,,Y,N,M,0,,,,,10.1,4000000000,3
0,330,0,,,,,,6,4,,Y,N,M,0,,0,0,0,9.35,4000000000,1
0,283,0,,,,,,9,4,N,,N,M,0,L,0,1,1,9.35,4000000000,1
0,445,0,,,,,,27,3,N,Y,N,M,0,H,0,0,0,10.1,4000000000,1
0,445,0,,,,,,27,3,N,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,445,0,,,,,,27,3,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,1000,0,,,0.7916,4,,17,3,N,,N,M,0,,1,0,0,10.1,4000000000,3
0,,0,,,0.5,8,14,3,,,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,,0,,,0.5,8,14,3,,,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,377,0,,,,,,11,3,N,,,M,0,,0,0,0,9.35,4000000000,1
0,377,0,,,,,,11,3,N,,,M,0,,0,0,0,3.99,4000000000,1
0,673,0,,,,,,10,3,N,,,M,0,,0,0,0,3.99,4000000000,1
0,254,1,,,,,,14,3,N,,N,M,0,,0,0,1,9.35,4000000000,1
0,254,1,,,,,,14,3,N,,N,M,0,,0,0,1,3.99,4000000000,1
0,559,0,,,,,,14,5,N,,N,M,0,L,0,0,1,9.35,4000000000,1
0,559,0,,,,,,14,5,N,,N,M,0,L,0,0,1,3.99,4000000000,1
0,640,0,,,,,,15,3,N,Y,N,M,0,H,0,0,1,3.99,4000000000,1
0,,0,,,,,,16,5,N,Y,N,M,0,H,,,,9.35,4000000000,3
0,90,0,,,,,,20,4,N,,N,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,10,3,N,Y,N,M,0,,,,,10.1,4000000000,3
0,,0,,,,,,12,4,N,Y,N,M,0,H,,,,9.35,4000000000,3
0,,0,,,,,,12,4,N,Y,N,M,0,H,,,,3.99,4000000000,3
0,673,0,,,,,,10,3,N,Y,N,M,0,,0,0,0,3.95,4000000000,1
0,673,0,,,,,,10,3,N,Y,N,M,0,,0,0,0,9.35,4000000000,1
0,673,0,,,,,,10,3,N,Y,N,M,0,,0,0,0,3.99,4000000000,1
0,403,0,,,,,,10,5,,,,M,0,,0,0,0,9.35,4000000000,1
0,300,0,,,,,,14,3,N,Y,Y,M,0,L,0,0,1,3.95,4000000000,1
0,300,0,,,,,,14,3,N,Y,Y,M,0,L,0,0,1,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,1343,0,,,,,,,2,,,,M,0,,0,0,0,9.35,4000000000,1
0,1343,0,,,,,,,2,,,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,299,0,,,,,0,4,4,N,Y,N,L,0,L,0,1,0,3.95,4000000000,1
0,754,1,,,,,,14,3,N,Y,,M,0,,0,0,1,9.35,4000000000,1
0,480,0,,,,,,19,3,,,,M,0,,0,0,1,3.95,4000000000,1
0,,0,,,0.2857,9,,14,5,N,,N,M,0,H,,,,9.35,4000000000,3
0,425,0,,,,,,7,4,N,Y,Y,M,0,L,0,1,0,3.95,4000000000,1
0,425,0,,,,,,7,4,N,Y,Y,M,0,L,0,1,0,10.1,4000000000,1
0,792,0,,,0.603,6,,9,2,N,Y,N,M,0,,0,0,0,3.95,4000000000,1
0,792,0,,,0.603,6,,9,2,N,Y,N,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,,,,,,,,,,,,3.95,4000000000,1
0,,0,,,,,,12,4,N,Y,N,M,0,H,,,,9.35,4000000000,3
0,,0,,,,,,12,4,N,Y,N,M,0,H,,,,3.99,4000000000,3
0,,0,,,0.8165,1,,14,6,N,Y,N,L,0,M,,,,3.95,4000000000,1
0,,0,,,,,,14,3,N,,N,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,22,5,N,,,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,22,5,N,,,M,0,,,,,3.99,4000000000,1
0,319,0,,,,,,8,3,,,,M,0,,0,0,1,9.35,4000000000,1
0,155,0,,,0.915,6,,13,5,,,,M,0,,0,0,0,3.95,4000000000,1
0,155,0,,,0.915,6,,13,5,,,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,3.95,4000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,,0,,,,,,14,5,N,,N,M,0,L,,,,9.35,4000000000,3
0,,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,4000000000,2
0,,0,,,,,,14,3,,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,,0,,,,,,14,3,,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,0.1647,27,,7,4,N,,,M,0,,,,,9.35,4000000000,3
0,258,1,,,,,,14,3,,Y,N,M,0,,0,0,0,3.95,4000000000,1
0,258,1,,,,,,14,3,,Y,N,M,0,,0,0,0,3.99,4000000000,1
0,630,0,,,,,,14,3,N,Y,N,M,0,M,0,0,0,9.35,4000000000,1
0,254,1,,,,,,14,3,N,,N,M,0,,0,0,1,9.35,4000000000,1
0,,0,,,0.4435,4,,9,4,N,Y,N,M,0,,0,0,0,3.99,4000000000,1
0,480,0,,,,,,19,3,,,,M,0,,0,0,1,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,3.99,4000000000,2
0,260,0,,,0.7332,4,0,13,3,N,Y,Y,M,0,H,0,0,0,3.95,4000000000,1
0,260,0,,,0.7332,4,0,13,3,N,Y,Y,M,0,H,0,0,0,3.99,4000000000,1
0,436,0,,,,,,11,3,N,,N,M,0,M,1,0,0,9.35,4000000000,3
0,,0,,,,,,,,,,,,,,,,,10.1,4000000000,3
0,,0,,,,,,,,,,,,,,,,,9.35,4000000000,3
0,754,1,,,,,,14,3,N,Y,,M,0,,0,0,1,9.35,4000000000,1
0,754,1,,,,,,14,3,N,Y,,M,0,,0,0,1,3.99,4000000000,1
0,,0,,,,,,7,4,N,,,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,11,5,,Y,N,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,11,5,,Y,N,M,0,,,,,3.99,4000000000,1
0,606,0,,,,,,,3,,,,M,0,,0,0,1,9.35,4000000000,1
0,606,0,,,,,,,3,,,,M,0,,0,0,1,3.99,4000000000,1
0,1819,1,,,,,,17,3,N,,N,M,0,L,0,0,1,3.99,4000000000,1
0,1000,0,,,,,,14,3,N,Y,N,M,0,L,0,0,0,3.99,4000000000,1
0,1000,0,,,,,,14,3,N,Y,N,M,0,L,0,0,0,3.99,4000000000,1
0,319,0,,,,,,8,3,,,,M,0,,0,0,1,3.95,4000000000,1
0,319,0,,,,,,8,3,,,,M,0,,0,0,1,9.35,4000000000,1
0,319,0,,,,,,8,3,,,,M,0,,0,0,1,3.99,4000000000,1
0,640,0,,,,,,16,4,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,,,,20,4,N,Y,N,M,0,H,,,,9.35,4000000000,3
0,606,0,,,,,,,3,,,,M,0,,0,0,1,10.1,4000000000,1
0,606,0,,,,,,,3,,,,M,0,,0,0,1,9.35,4000000000,1
0,606,0,,,,,,,3,,,,M,0,,0,0,1,3.99,4000000000,1
0,465,0,,,,,,18,4,N,,N,M,0,M,0,0,0,3.99,4000000000,1
0,465,0,,,,,,18,4,N,,N,M,0,M,0,0,0,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,,,,3.95,4000000000,1
0,,0,,,,,,,,,,,,,,,,,10.1,4000000000,3
0,303,0,,,0.6222,4,,11,4,,Y,N,M,0,,0,1,0,3.95,4000000000,1
0,395,0,,,,,,9,2,N,Y,N,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,16,5,N,Y,N,M,0,H,,,,9.35,4000000000,3
0,3834,0,,,,,0,18,5,N,Y,N,M,0,M,0,0,0,3.99,4000000000,1
0,3834,0,,,,,0,18,5,N,Y,N,M,0,M,0,0,0,3.95,4000000000,1
0,3834,0,,,,,0,18,5,N,Y,N,M,0,M,0,0,0,9.35,4000000000,1
0,3834,0,,,,,0,18,5,N,Y,N,M,0,M,0,0,0,3.99,4000000000,1
0,635,0,,,,,0,16,3,N,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,635,0,,,,,0,16,3,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,,,,12,3,N,,,M,0,,,,,3.99,4000000000,3
0,,0,,,,,,6,3,N,,N,M,0,,0,0,0,9.35,4000000000,1
0,379,0,,,0.4726,8,,12,4,N,Y,N,M,0,M,0,1,0,9.35,4000000000,1
0,727,0,,,0.9297,2,,9,4,N,,Y,M,0,H,0,0,1,3.99,4000000000,1
0,,0,,,,,,12,4,,,,L,0,,,,,3.95,4000000000,1
0,,0,,,,,,12,4,,,,L,0,,,,,10.1,4000000000,1
0,,0,,,,,,17,3,N,,N,M,0,L,,,,9.35,4000000000,3
0,,0,,,,,,17,3,N,,N,M,0,L,,,,3.99,4000000000,1
0,615,0,,,,,,16,3,N,,N,M,0,H,0,0,0,3.99,4000000000,1
0,408,0,,,0,14,18,3,,N,Y,N,M,0,H,0,1,1,9.35,4000000000,1
0,615,0,,,,,,16,3,N,,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,,,,7,4,N,Y,,M,0,,0,0,1,3.99,4000000000,1
0,,0,,,,,,7,4,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,315,0,,,0.0667,6,,17,3,N,,N,M,0,L,0,0,0,3.95,4000000000,1
0,315,0,,,0.0667,6,,17,3,N,,N,M,0,L,0,0,0,9.35,4000000000,1
0,315,0,,,0.0667,6,,17,3,N,,N,M,0,L,0,0,0,3.99,4000000000,1
0,225,0,,,,,,22,3,N,Y,N,M,0,M,0,0,0,3.99,4000000000,1
0,332,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,332,0,,,,,,,,,,,,,,0,0,0,3.99,4000000000,2
0,70,0,,,,,,14,7,N,,N,M,0,H,0,0,0,3.95,4000000000,1
0,948,0,,,,,,9,3,,Y,N,M,0,H,0,0,1,3.99,4000000000,1
0,543,1,,,,,,,,,,,,,,0,0,1,3.99,4000000000,1
0,,0,,,,,,12,3,N,,N,M,0,,1,0,0,3.99,4000000000,3
0,514,0,,,0.7853,5,0,17,5,N,Y,,M,0,,0,0,0,9.35,4000000000,1
0,514,0,,,0.7853,5,0,17,5,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,469,0,,,,,,19,3,N,,Y,M,0,M,0,0,0,3.95,4000000000,1
0,469,0,,,,,,19,3,N,,Y,M,0,M,0,0,0,3.99,4000000000,1
0,,0,,,,,0,14,3,N,Y,N,M,0,H,0,0,0,3.95,4000000000,1
0,,0,,,,,0,14,3,N,Y,N,M,0,H,0,0,0,10.1,4000000000,1
0,,0,,,,,0,14,3,N,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,,0,,,,,0,14,3,N,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,,0,,,,,0,14,3,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,480,1,,,0.3714,7,0,8,3,N,Y,N,M,0,H,0,0,0,9.35,4000000000,1
0,540,0,,,0.1133,25,,15,5,N,,N,M,0,L,0,0,0,3.99,4000000000,1
0,480,0,,,0.1889,23,,13,5,N,Y,N,M,0,M,0,0,0,3.99,4000000000,1
0,,0,,,,,,16,3,N,Y,,M,0,,,,,10.1,4000000000,3
0,,0,,,0.1013,20,,16,3,N,Y,,M,0,,,,,3.95,4000000000,3
0,,0,,,0.1013,20,,16,3,N,Y,,M,0,,,,,9.35,4000000000,3
0,,0,,,0.1013,20,,16,3,N,Y,,M,0,,,,,3.99,4000000000,3
0,581,0,,,,,,10,3,N,,N,M,0,M,0,0,0,3.95,4000000000,1
0,581,0,,,,,,10,3,N,,N,M,0,M,0,0,0,3.99,4000000000,1
0,,0,,,,,,13,3,N,Y,Y,M,0,H,0,0,0,9.35,4000000000,1
0,,0,,,,,,13,3,N,Y,Y,M,0,H,0,0,0,3.99,4000000000,1
0,489,0,,,,,,16,4,N,Y,N,M,0,H,0,0,1,9.35,4000000000,1
0,489,0,,,,,,16,4,N,Y,N,M,0,H,0,0,1,3.99,4000000000,1
0,469,0,,,,,,19,3,N,,Y,M,0,M,0,0,0,3.99,4000000000,1
0,,0,,,,,,15,5,N,,N,M,0,L,,,,3.99,4000000000,1
0,,0,,,,,,16,3,N,Y,,M,0,,,,,3.99,4000000000,3
0,489,0,,,,,,16,4,N,Y,N,M,0,H,0,0,1,9.35,4000000000,1
0,489,0,,,,,,16,4,N,Y,N,M,0,H,0,0,1,3.99,4000000000,1
0,,0,,,0.2435,19,0,17,3,N,,N,M,0,M,0,0,0,3.95,4000000000,1
0,,0,,,0.2435,19,0,17,3,N,,N,M,0,M,0,0,0,9.35,4000000000,1
0,,0,,,0.2435,19,0,17,3,N,,N,M,0,M,0,0,0,3.99,4000000000,1
0,399,0,,,0.5557,6,,,,,,,,,,0,1,1,9.35,4000000000,1
0,429,0,,,,,,12,5,,Y,Y,M,0,M,0,0,0,9.35,4000000000,1
0,450,0,,,,,0,16,3,N,Y,N,M,0,M,0,0,0,9.35,4000000000,1
0,450,0,,,,,0,16,3,N,Y,N,M,0,M,0,0,0,3.99,4000000000,1
0,140,0,,,,,,9,6,N,,N,L,0,M,0,0,0,9.35,4000000000,1
0,,0,,,0.6609,14,,13,4,,Y,N,M,0,,,,,9.35,4000000000,3
0,,0,,,0.6609,14,,13,4,,Y,N,M,0,,,,,3.99,4000000000,3
0,700,0,,,0.3685,10,,16,3,N,Y,N,M,0,M,1,0,0,3.95,4000000000,3
0,,0,,,0.6057,6,,,,,,,,,,,,,3.95,4000000000,1
0,456,0,,,0.6771,7,,11,5,N,Y,Y,M,0,,0,1,1,3.95,4000000000,1
0,,0,,,,,,14,3,N,,,M,0,,0,0,1,3.99,4000000000,1
0,775,1,,,,,,15,3,N,Y,N,M,0,H,0,0,1,3.99,4000000000,1
0,274,0,,,,,,,5,N,,,M,0,,0,0,1,3.99,4000000000,1
0,570,1,,,,,,14,4,N,Y,N,M,0,,0,0,1,3.99,4000000000,1
0,1000,0,,,,,,18,3,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,600,1,,,0.3623,10,,14,4,N,Y,N,M,0,,0,0,1,3.99,4000000000,1
0,,0,,,,,,9,2,N,,Y,H,0,M,,,,10.1,4000000000,3
0,528,0,,,0.56,6,,9,2,N,,Y,H,0,M,1,0,1,3.95,4000000000,3
0,398,0,,,,,,,5,,,,M,0,,0,0,0,3.95,4000000000,1
0,660,0,,,,,,12,3,N,,N,M,0,L,0,1,1,9.35,4000000000,1
0,660,0,,,,,,12,3,N,,N,M,0,L,0,1,0,9.35,4000000000,1
0,309,0,,,,,,,,,,,,,,0,0,0,3.95,4000000000,2
0,309,0,,,,,,,,,,,,,,0,0,0,10.1,4000000000,2
0,309,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,309,0,,,,,,,,,,,,,,0,0,0,3.99,4000000000,2
0,750,0,,,0.4642,12,,15,3,N,Y,N,M,0,L,0,0,1,9.35,4000000000,1
0,352,0,,,,,,,5,N,,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,3.95,4000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,344,0,,,,,,,,,,,,,,0,0,1,3.95,4000000000,1
0,1000,0,,,,,,18,3,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,4000000000,3
0,783,0,,,,,,,,,,,,,,1,0,0,3.99,4000000000,3
0,,0,,,,,,,3,,,,M,0,,,,,9.35,4000000000,3
0,,1,,,0.6865,6,0,12,5,N,Y,N,M,0,H,1,0,0,9.35,4000000000,3
0,408,0,,,,,,10,4,N,,Y,M,0,H,0,0,0,3.95,4000000000,1
0,408,0,,,,,,10,4,N,,Y,M,0,H,0,0,0,10.1,4000000000,1
0,408,0,,,,,,10,4,N,,Y,M,0,H,0,0,0,9.35,4000000000,1
0,460,0,,,0.325,10,,13,4,N,Y,N,M,0,H,0,1,0,3.95,4000000000,1
0,750,0,,,,,,15,3,N,Y,N,M,0,L,0,0,1,9.35,4000000000,1
0,,0,,,,,,,4,N,,,M,0,,0,1,0,10.1,4000000000,1
0,,0,,,,,,,4,N,,,M,0,,0,1,0,9.35,4000000000,1
0,202,1,,,,,,20,5,N,,N,M,0,M,0,0,1,3.99,4000000000,1
0,622,0,,,0.7783,5,0,15,3,N,Y,N,M,0,H,1,0,1,3.95,4000000000,3
0,,0,,,0.9136,3,,12,3,N,,,M,0,,,,,3.95,4000000000,3
0,,0,,,0.9136,3,,12,3,N,,,M,0,,,,,10.1,4000000000,3
0,399,1,,,,,,10,5,,Y,N,M,0,H,1,0,1,9.35,4000000000,3
0,960,1,,,,,,14,3,N,Y,,M,0,,0,0,0,3.95,4000000000,1
0,960,1,,,,,,14,3,N,Y,,M,0,,0,0,0,9.35,4000000000,1
0,960,1,,,,,,14,3,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,0.3343,19,,,,,,,,,,,,,9.35,4000000000,3
0,399,1,,,0.8,4,,10,5,,Y,N,M,0,H,1,0,0,9.35,4000000000,3
0,,0,,,,,,14,3,N,,,M,0,,0,0,1,3.99,4000000000,1
0,344,0,,,,,,,,,,,,,,0,0,0,9.35,4000000000,2
0,742,0,,,,4,,10,3,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,0.455,7,,,,,,,,,,,,,3.95,4000000000,1
0,,0,,,0.455,7,,,,,,,,,,,,,10.1,4000000000,3
0,,0,,,0.2135,19,,,3,,,,M,0,,,,,9.35,4000000000,3
0,799,0,,,,,,,,,,,,,,0,0,1,9.35,4000000000,1
0,799,0,,,,,,,,,,,,,,0,0,1,3.99,4000000000,1
0,695,0,,,,,,14,3,N,Y,Y,M,0,M,0,0,0,9.35,4000000000,1
0,695,0,,,,,,14,3,N,Y,Y,M,0,M,0,0,0,3.99,4000000000,1
0,,0,,,0.502,7,,15,7,N,,,L,0,,,,,3.95,4000000000,1
0,1159,0,,,,,,10,4,N,,,M,0,,0,0,0,3.99,4000000000,1
0,402,0,,,0.8254,4,0,6,4,N,,Y,M,0,,0,1,0,3.95,4000000000,1
0,398,0,,,,,0,11,3,N,Y,N,M,0,M,0,0,0,9.35,4000000000,1
0,398,0,,,,,0,11,3,N,Y,N,M,0,M,0,0,0,3.99,4000000000,1
0,216,0,,,,,,18,4,N,Y,Y,M,0,L,0,0,0,3.99,4000000000,1
0,1159,0,,,0.6835,4,,10,4,N,,,M,0,,0,0,0,10.1,4000000000,1
0,1159,0,,,0.6835,4,,10,4,N,,,M,0,,0,0,0,9.35,4000000000,1
0,1159,0,,,0.6835,4,,10,4,N,,,M,0,,0,0,0,3.99,4000000000,1
0,566,0,,,,,,14,3,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,10.1,4000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,4000000000,2
0,450,0,,,,,,12,5,N,Y,Y,M,0,M,1,0,0,9.35,4000000000,3
0,,0,,,0.6114,7,0,9,4,N,Y,N,M,0,M,,,,10.1,4000000000,3
0,,0,,,0.6114,7,0,9,4,N,Y,N,M,0,M,,,,9.35,4000000000,3
0,264,1,,,,,0,16,3,N,,N,M,0,H,0,0,1,3.95,4000000000,1
0,264,1,,,,,0,16,3,N,,N,M,0,H,0,0,1,9.35,4000000000,1
0,280,0,,,,,0,8,5,N,Y,,M,0,,0,0,0,9.35,4000000000,1
0,280,0,,,,,0,8,5,N,Y,,M,0,,0,0,0,3.99,4000000000,1
0,471,0,,,,,,12,5,N,,,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,4000000000,3
0,,0,,,,,,,,,,,,,,,,,9.35,4000000000,3
0,468,0,,,,,0,27,4,N,,N,M,0,M,0,1,0,9.35,4000000000,1
0,,0,,,,,,15,3,,Y,N,M,0,M,0,0,0,9.35,4000000000,1
0,90,0,,,,,,,,,,,,,,0,1,1,3.95,4000000000,1
0,792,0,,,,,0,19,3,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,0.33,8,,14,4,N,,,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,25,3,N,,,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,25,3,N,,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,13,3,N,,Y,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,13,3,N,,Y,M,0,,,,,3.99,4000000000,3
0,792,0,,,,,0,19,3,N,Y,N,M,0,H,0,0,0,3.99,4000000000,1
0,,0,,,,,,14,3,N,Y,N,M,0,L,0,0,0,9.35,4000000000,1
0,948,1,,,0.8401,7,0,13,5,N,Y,Y,M,0,H,0,0,1,9.35,4000000000,1
0,948,1,,,0.8401,7,0,13,5,N,Y,Y,M,0,H,0,0,1,3.99,4000000000,1
0,468,0,,,0.6904,6,0,27,4,N,,N,M,0,M,0,1,0,9.35,4000000000,1
0,150,0,,,,,,18,4,,,,M,0,,0,0,1,9.35,4000000000,1
0,150,0,,,,,,18,4,,,,M,0,,0,0,1,3.99,4000000000,1
0,384,0,,,0.3568,9,0,19,5,N,Y,N,M,0,M,0,0,1,3.95,4000000000,1
0,384,0,,,0.3568,9,0,19,5,N,Y,N,M,0,M,0,0,1,9.35,4000000000,1
0,384,0,,,0.3568,9,0,19,5,N,Y,N,M,0,M,0,0,1,3.99,4000000000,1
0,588,1,,,,,,18,3,N,Y,N,M,0,M,0,0,1,9.35,4000000000,1
0,588,1,,,,,,18,3,N,Y,N,M,0,M,0,0,1,3.99,4000000000,1
0,,0,,,0.6714,11,,10,4,,,,L,0,,,,,3.95,4000000000,1
0,,0,,,0.5476,17,,13,4,N,Y,,M,0,,,,,9.35,4000000000,3
0,,0,,,,,,21,3,N,,,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,,,,21,3,N,,,M,0,,0,0,0,3.99,4000000000,1
0,,0,,,,,,13,3,N,,Y,M,0,,0,0,0,9.35,4000000000,1
0,,0,,,0.3167,16,,,,,,,,,,,,,9.35,4000000000,3
0,,0,,,0.3167,16,,,,,,,,,,,,,3.99,4000000000,1
0,372,1,,,,,,3,4,,Y,N,M,0,,0,0,0,9.35,4000000000,1
0,372,1,,,,,,3,4,,Y,N,M,0,,0,0,0,3.99,4000000000,1
